,date,true_confirm,predict_confirm
647,20211113,2787,2033.7581787109375
648,20211114,2792,2035.43310546875
649,20211115,2794,2037.2183837890625
650,20211116,2795,2039.4873046875
651,20211117,2801,2041.7880859375
652,20211118,2808,2043.9444580078125
653,20211119,2808,2046.083251953125
654,20211120,2814,2048.3642578125
655,20211121,2822,2050.480712890625
656,20211122,2824,2052.593505859375
657,20211123,2829,2054.759033203125
658,20211124,2836,2056.503662109375
659,20211125,2837,2058.02587890625
660,20211126,2842,2060.08740234375
661,20211127,2847,2062.25439453125
662,20211128,2853,2064.310791015625
663,20211129,2853,2066.184814453125
664,20211130,2856,2068.42578125
665,20211201,2861,2071.0341796875
666,20211202,2867,2073.732421875
667,20211203,2873,2075.984619140625
668,20211204,2877,2077.88916015625
669,20211205,2882,2080.23583984375
670,20211206,2887,2082.88916015625
671,20211207,2896,2085.396240234375
672,20211208,2898,2087.440673828125
673,20211209,2899,2089.55029296875
674,20211210,2905,2091.74853515625
675,20211211,2913,2094.181884765625
676,20211212,2918,2097.27392578125
677,20211213,2924,2101.178955078125
678,20211214,2927,2105.151123046875
679,20211215,2929,2108.94873046875
680,20211216,2932,2113.089599609375
681,20211217,2945,2118.078125
682,20211218,2959,2123.110107421875
683,20211219,2975,2128.228271484375
684,20211220,2980,2133.334716796875
685,20211221,2985,2138.5419921875
686,20211222,2996,2143.8017578125
687,20211223,3004,2149.501953125
688,20211224,3019,2155.8583984375
689,20211225,3037,2161.647216796875
690,20211226,3048,2166.906494140625
691,20211227,3056,2173.293212890625
692,20211228,3067,2181.421142578125
693,20211229,3084,2190.264404296875
694,20211230,3093,2198.73291015625
695,20211231,3103,2207.979736328125
696,20220101,3121,2218.9765625
697,20220102,3147,2231.17626953125
698,20220103,3176,2243.35009765625
699,20220104,3193,2255.00732421875
700,20220105,3213,2267.083251953125
701,20220106,3237,2279.635986328125
702,20220107,3269,2292.894287109375
703,20220108,3299,2306.841552734375
704,20220109,3325,2321.000244140625
705,20220110,3352,2335.006591796875
706,20220111,3372,2348.679931640625
707,20220112,3403,2362.19873046875
708,20220113,3435,2374.30810546875
709,20220114,3478,2385.87158203125
710,20220115,3502,2396.650390625
711,20220116,3537,2406.91259765625
712,20220117,3554,2415.337646484375
713,20220118,3569,2423.7705078125
714,20220119,3583,2432.11669921875
715,20220120,3611,2440.3408203125
716,20220121,3633,2447.83203125
717,20220122,3646,2454.376220703125
718,20220123,3668,2460.319091796875
719,20220124,3679,2465.635009765625
720,20220125,3689,2471.325439453125
721,20220126,3710,2477.649658203125
